id,full_name,party,gender,state,congressional terminology_x,congressional terminology_y,government budget_x,government budget_y,agriculture_x,agriculture_y,border enforcement_x,border enforcement_y,trade policy_x,trade policy_y,military_x,military_y,foreign policy_x,foreign policy_y,financial sector_x,financial sector_y,iraq & afghanistan wars_x,iraq & afghanistan wars_y,sports_x,sports_y,drugs war_x,drugs war_y,veteran affairs_x,veteran affairs_y,energy policy_x,energy policy_y,tobacco_x,tobacco_y,african-americans_x,african-americans_y,environment_x,environment_y,infrastructure & transportation_x,infrastructure & transportation_y,arts_x,arts_y,human rights in china_x,human rights in china_y,secondary education_x,secondary education_y,homeland security_x,homeland security_y,natural disasters_x,natural disasters_y,affordable housing_x,affordable housing_y,worker's rights_x,worker's rights_y,child welfare_x,child welfare_y,healthcare_x,healthcare_y
P000096,Bill Pascrell,Democrat,0,NJ,-6.100,14.315,-23.056,4.729,-21.012,0.422,-58.311,1.298,-52.477,2.198,-74.631,2.247,-23.040,2.964,-8.616,1.145,-65.236,1.263,-19.029,2.184,-74.325,0.658,-18.563,6.204,-136.814,0.740,-277.913,0.366,-19.186,5.491,-161.509,0.897,-3.769,1.632,-434.979,0.320,-31.061,0.833,-68.829,2.038,-19.281,3.702,-41.191,1.440,-72.501,0.788,-20.055,1.756,-12.059,0.943,-16.546,12.857
P000099,Ed Pastor,Democrat,0,AZ,-26.417,28.286,-18.802,2.932,-54.936,0.407,-49.330,1.095,-99.103,0.771,-24.062,5.113,-48.195,1.560,-1.000,0.723,-92.860,1.140,-31.880,2.675,-26.946,0.535,-16.658,2.450,-36.961,1.800,-785.611,0.000,-28.476,4.730,-1.947,3.916,-43.174,2.439,-975.124,0.185,-76.373,0.210,-6.999,5.785,-4.903,3.171,-72.137,0.516,-82.606,0.903,-7.992,2.328,-8.220,1.719,-1.000,6.424
P000149,Donald Payne,Democrat,0,NJ,-1.000,8.143,-45.550,1.783,-215.642,0.427,-19.717,1.748,-5.000,10.286,-39.978,0.652,-10.999,9.429,-178.509,0.130,-79.252,1.522,-49.445,1.708,-195.862,0.340,-4.979,5.203,-133.456,0.503,-352.294,0.185,-1.000,10.288,-44.549,1.019,-16.171,0.546,-124.149,0.316,-24.977,2.147,-18.638,3.953,-21.965,0.740,-30.595,1.252,-149.928,0.447,-76.986,2.177,-21.275,1.878,-17.927,9.437
P000152,Lewis Payne,Democrat,0,VA,-8.966,35.594,-1.000,26.357,-21.675,2.213,-55.378,0.363,-12.471,3.488,-34.841,0.192,-2.590,0.114,-42.083,2.482,-103.979,1.891,-127.989,0.000,-118.214,0.332,-18.690,0.200,-184.422,0.554,-1.000,2.143,-56.947,1.318,-141.922,0.555,-146.534,0.933,-545.399,0.063,-55.008,1.384,-21.354,1.110,-51.072,1.292,-54.879,0.193,-383.448,0.185,-188.598,0.642,-3.000,4.714,-1.000,11.786
P000193,Claiborne Pell,Democrat,0,RI,-24.433,51.214,-29.021,0.204,-144.637,0.022,-12.529,2.685,-1.000,7.714,-13.000,15.857,-3.000,19.071,-173.526,0.707,-12.995,4.500,-93.594,1.140,-41.184,0.099,-9.712,1.379,-46.452,0.125,-162.624,0.336,-20.599,0.241,-26.822,2.429,-125.492,0.913,-13.241,0.637,-1.000,3.643,-5.000,6.645,-23.648,6.208,-26.031,0.386,-57.186,0.000,-61.171,0.090,-36.909,0.000,-1.365,1.298
P000215,Timothy Penny,Democrat,0,MN,-1.000,72.429,-1.000,23.357,-23.396,2.104,-132.474,0.164,-125.384,0.953,-17.416,2.237,-68.279,2.413,-13.880,1.085,-114.713,1.633,-122.832,0.098,-49.897,0.206,-13.350,0.304,-82.425,0.190,-570.017,0.344,-6.817,1.861,-30.947,1.806,-87.030,1.721,-612.149,0.000,-24.127,0.305,-61.446,0.714,-48.746,0.181,-59.360,2.036,-165.636,0.000,-131.442,0.290,-11.939,0.180,-12.998,11.786
P000258,Collin Peterson,Democrat,0,MN,-1.000,54.857,-12.843,3.394,-1.000,14.786,-123.397,0.217,-93.157,1.807,-50.103,1.414,-22.816,0.368,-14.996,4.286,-97.282,0.515,-176.900,0.789,-581.452,0.000,-6.219,2.235,-32.192,2.376,-288.092,0.000,-117.384,2.143,-43.247,2.146,-45.576,1.005,-992.967,0.000,-433.783,0.185,-35.333,0.735,-42.427,2.633,-43.874,2.017,-14.583,1.409,-33.624,0.629,-69.929,0.306,-21.098,2.760
P000259,Douglas Peterson,Democrat,0,FL,-13.888,30.854,-15.118,1.806,-148.882,0.679,-1.000,10.286,-37.919,0.085,-7.000,14.357,-39.483,4.084,-124.850,0.194,-147.992,1.356,-33.383,1.669,-253.878,0.000,-10.999,21.000,-179.203,0.000,-390.312,0.000,-10.149,6.211,-64.101,1.198,-59.853,1.139,-372.978,0.212,-1.000,12.214,-5.487,0.593,-3.000,9.859,-47.904,2.043,-276.814,0.000,-78.960,0.000,-194.049,0.364,-1.000,5.192
P000326,Owen Pickett,Democrat,0,VA,-32.503,21.429,-51.220,0.000,-131.674,0.103,-64.384,0.183,-31.685,1.866,-1.000,52.500,-10.999,7.503,-49.508,0.829,-136.225,0.906,-133.034,0.980,-59.219,0.074,-20.943,10.714,-280.700,0.000,-822.992,0.148,-10.999,9.429,-30.150,2.666,-102.662,1.520,-186.212,0.277,-234.828,0.555,-46.347,0.916,-34.918,1.106,-19.289,0.746,-103.742,0.964,-67.901,0.203,-253.728,0.506,-1.000,3.476
P000328,James Pickle,Democrat,0,TX,-12.999,27.643,-29.604,5.159,-213.975,0.106,-7.367,3.744,-21.891,3.287,-72.632,2.251,-44.710,0.481,-35.300,1.631,-76.136,0.148,-70.040,1.521,-91.690,0.944,-13.386,6.422,-263.013,0.027,-107.941,0.428,-3.000,10.286,-46.407,0.938,-16.988,4.714,-20.476,0.763,-155.484,0.000,-63.974,0.000,-3.000,13.286,-66.797,0.000,-51.964,0.100,-100.499,0.609,-39.813,0.197,-18.323,3.264
P000422,Earl Pomeroy,Democrat,0,ND,-10.463,33.202,-13.000,13.714,-5.000,6.214,-11.811,0.897,-8.085,2.534,-50.527,2.557,-72.291,1.424,-28.372,2.411,-42.142,1.552,-28.573,0.200,-600.166,0.000,-7.926,3.902,-28.364,0.901,-43.365,0.432,-11.638,2.132,-49.086,2.070,-119.306,1.292,-307.358,0.371,-203.154,0.320,-114.560,1.715,-26.800,2.689,-19.393,2.654,-259.763,0.480,-37.645,2.589,-48.631,2.172,-4.997,11.572
P000452,Glenn Poshard,Democrat,0,IL,-6.999,12.000,-4.996,9.001,-7.794,1.799,-89.453,1.527,-67.464,1.495,-52.242,0.490,-80.090,1.030,-58.078,0.357,-126.031,0.579,-3.594,4.293,-579.450,0.000,-28.988,4.556,-14.177,1.801,-294.281,0.359,-41.422,5.786,-77.603,1.598,-37.760,1.607,-191.021,0.371,-27.501,0.537,-37.936,2.988,-62.103,1.482,-207.118,0.654,-408.040,0.301,-11.561,3.178,-20.488,2.075,-5.591,5.991
P000523,David Price,Democrat,0,NC,-6.999,46.714,-12.987,8.357,-7.629,0.689,-147.705,1.068,-38.814,1.987,-10.732,7.958,-1.000,7.071,-1.087,0.528,-13.875,2.985,-33.777,2.061,-201.191,0.355,-6.217,1.592,-77.878,0.477,-830.423,0.000,-80.048,2.708,-7.450,1.795,-47.059,2.337,-68.861,0.550,-113.995,0.696,-12.853,4.731,-1.000,7.288,-8.350,2.117,-7.824,1.162,-178.727,0.685,-227.747,0.141,-18.123,8.789
P000556,David Pryor,Democrat,0,AR,-16.999,54.857,-9.547,3.277,-12.348,0.309,-8.765,1.607,-2.553,3.172,-1.000,60.214,-50.540,0.354,-82.984,0.597,-9.060,4.071,-76.550,0.203,-66.190,0.000,-9.862,0.089,-7.039,0.066,-109.665,0.106,-34.744,0.175,-40.707,0.000,-169.581,0.834,-91.918,0.000,-153.514,0.210,-79.104,2.781,-40.312,3.709,-67.989,0.157,-50.230,0.000,-40.564,0.000,-13.088,1.128,-6.999,18.214
P000584,David Phelps,Democrat,0,IL,-4.999,9.000,-5.000,17.357,-3.000,6.429,-47.315,0.489,-1.000,3.710,-21.031,1.596,-90.130,0.375,-212.554,0.375,-27.454,2.239,-56.164,2.279,-287.479,0.000,-23.786,2.628,-90.896,0.581,-74.572,0.542,-14.506,2.714,-110.123,0.519,-11.151,0.348,-93.920,0.000,-81.608,0.515,-48.216,3.643,-42.003,1.135,-158.890,0.757,-229.427,0.697,-15.047,2.735,-29.213,1.491,-20.122,8.784
P000593,Ed Perlmutter,Democrat,0,CO,-12.999,9.857,-64.822,2.365,-228.242,0.368,-109.958,0.952,-12.993,0.327,-37.819,0.701,-65.406,0.222,-26.489,3.643,-97.921,0.977,-71.808,1.622,-58.895,0.287,-23.911,4.069,-26.992,2.356,-27.570,0.430,-44.008,3.172,-57.321,0.943,-33.184,1.112,-155.134,0.194,-25.894,0.205,-98.172,1.809,-8.619,3.017,-210.306,0.913,-146.308,0.865,-175.453,0.716,-176.065,0.528,-43.040,5.143
P000595,Gary Peters,Democrat,0,MI,-3.000,8.786,-46.424,3.159,-40.094,0.519,-60.385,0.181,-13.526,1.467,-59.763,1.770,-11.430,4.993,-41.983,2.267,-16.732,0.563,-90.121,1.607,-20.002,0.316,-4.463,2.561,-52.244,2.319,-29.325,0.327,-6.999,7.928,-161.071,0.688,-33.180,1.483,-836.022,0.000,-25.521,1.065,-20.080,4.102,-57.287,2.015,-55.805,0.383,-100.210,0.919,-37.120,2.838,-256.777,0.479,-12.877,6.432
P000596,Pedro Pierluisi,Democrat,0,PR,-14.027,28.925,-37.994,2.589,-140.317,0.857,-6.572,0.620,-47.986,1.167,-9.573,3.768,-49.116,0.757,-72.856,1.938,-181.217,0.620,-4.861,2.549,-9.364,1.369,-11.514,7.733,-140.476,0.559,-593.471,0.214,-62.126,1.197,-59.064,2.275,-198.798,1.091,-895.066,0.000,-234.557,0.343,-23.954,3.052,-18.292,5.575,-112.353,0.250,-405.017,0.120,-180.632,0.620,-259.771,0.456,-10.284,9.248
P000598,Jared Polis,Democrat,0,CO,-1.000,34.705,-12.267,7.248,-71.025,0.776,-67.354,1.114,-66.695,0.637,-33.861,4.091,-99.631,1.090,-16.412,2.828,-152.000,0.378,-15.589,0.354,-532.411,0.185,-27.339,1.174,-1.804,3.071,-562.540,0.297,-39.578,0.998,-12.021,3.555,-101.488,1.075,-65.081,0.426,-397.946,0.185,-10.999,5.571,-3.000,8.359,-169.579,0.639,-118.406,0.425,-20.850,3.419,-1.000,1.351,-18.998,16.286
P000600,Thomas Perriello,Democrat,0,VA,-13.000,5.571,-18.887,1.949,-36.794,1.594,-20.717,0.677,-76.055,1.834,-8.855,0.573,-82.260,1.543,-18.996,4.286,-74.473,0.275,-42.934,2.043,-509.837,0.000,-9.567,5.349,-10.967,4.714,-374.825,0.000,-16.243,4.941,-47.218,0.466,-31.856,3.031,-594.381,0.000,-239.769,0.355,-14.968,3.747,-5.914,1.103,-183.450,0.428,-130.336,0.786,-1.000,5.572,-269.814,0.421,-6.997,11.571
P000604,Donald Payne,Democrat,0,NJ,-5.000,4.929,-29.720,4.110,-144.120,0.516,-78.852,1.978,-4.992,4.511,-43.761,2.061,-20.560,4.323,-183.907,0.126,-76.305,0.365,-43.178,1.450,-501.834,0.371,-2.727,3.311,-164.921,0.320,-901.144,0.000,-34.285,4.746,-159.391,0.362,-1.000,2.245,-153.969,0.368,-48.582,0.660,-29.849,4.053,-1.000,9.217,-5.037,2.372,-380.608,0.213,-3.000,6.857,-24.510,2.074,-3.000,19.929
P000607,Mark Pocan,Democrat,0,WI,-2.997,10.709,-3.000,18.214,-69.011,0.473,-21.341,1.875,-11.788,3.230,-47.236,0.678,-50.963,1.321,-72.012,1.170,-49.011,1.291,-94.129,0.202,-256.879,0.185,-11.480,1.058,-73.524,1.516,-361.697,0.000,-39.990,1.830,-98.022,0.372,-157.705,0.543,-249.702,0.000,-18.699,0.809,-23.058,3.248,-57.865,0.706,-46.704,0.538,-86.375,0.755,-1.000,11.786,-63.023,1.512,-16.291,9.638
P000608,Scott Peters,Democrat,0,CA,-10.999,20.357,-2.998,6.228,-61.553,0.948,-118.144,0.140,-112.475,0.549,-9.000,11.786,-40.177,1.681,-153.759,0.847,-176.015,0.673,-32.778,1.875,-212.777,0.347,-3.680,7.910,-3.000,7.714,-734.003,0.121,-19.638,2.147,-13.000,7.500,-149.733,1.450,-408.454,0.185,-63.766,0.866,-2.044,1.448,-17.326,2.131,-2.992,3.277,-6.694,1.857,-173.349,1.080,-129.176,0.363,-4.999,14.786
P000613,Jimmy Panetta,Democrat,0,CA,-3.000,3.000,-10.422,0.993,-1.000,4.725,-167.499,0.883,-18.824,0.165,-10.531,2.014,-84.031,1.414,-98.328,0.080,-55.697,0.181,-1.000,1.067,-438.255,0.000,-2.985,10.916,-60.594,0.900,-340.684,0.000,-8.255,5.868,-5.000,4.725,-29.603,2.441,-361.381,0.185,-213.898,0.556,-10.378,1.904,-31.279,1.284,-6.117,2.732,-365.857,0.000,-30.328,2.978,-207.541,0.741,-20.544,7.406
Q000023,Mike Quigley,Democrat,0,IL,-1.000,9.643,-23.035,3.790,-253.567,0.494,-83.152,1.889,-9.927,0.794,-6.999,8.571,-10.999,7.289,-110.148,1.375,-2.492,1.365,-12.103,3.077,-523.610,0.185,-10.944,9.641,-14.971,4.286,-366.378,0.318,-15.545,5.568,-43.977,2.740,-39.308,1.742,-335.691,0.214,-39.653,1.185,-81.909,1.827,-27.534,2.889,-43.198,1.454,-84.773,0.626,-21.849,2.075,-245.111,0.622,-4.998,14.143
R000011,Nick Rahall,Democrat,0,WV,-2.999,39.000,-51.794,2.433,-242.126,0.452,-18.494,1.195,-112.802,1.129,-14.048,2.010,-7.822,4.573,-152.392,0.506,-102.933,0.999,-38.584,1.170,-199.328,0.276,-19.915,6.608,-10.965,4.071,-493.181,0.306,-4.411,5.118,-3.000,5.580,-1.097,4.293,-720.673,0.000,-378.761,0.198,-5.040,1.161,-19.404,2.195,-11.976,2.059,-418.910,0.258,-128.773,1.296,-152.039,0.490,-11.386,4.121
R000053,Charles Rangel,Democrat,0,NY,-7.000,9.214,-26.426,3.893,-187.521,0.314,-33.527,3.079,-3.000,7.071,-66.586,0.765,-14.983,5.345,-29.724,0.896,-53.026,1.307,-15.333,3.296,-12.951,0.731,-9.281,9.014,-74.693,0.589,-299.466,0.185,-1.000,13.286,-4.417,0.691,-70.977,0.392,-311.560,0.357,-32.664,1.158,-46.224,1.938,-75.422,0.990,-104.928,1.340,-186.015,0.544,-6.270,2.869,-73.766,1.522,-1.000,9.410
R000122,John Reed,Democrat,0,RI,-28.939,35.571,-38.636,3.945,-74.575,1.451,-76.301,0.507,-77.650,1.438,-17.684,4.138,-15.583,6.761,-74.443,0.213,-191.664,1.060,-87.046,0.841,-369.834,0.185,-25.769,3.858,-102.449,0.341,-499.837,0.371,-13.638,2.136,-39.688,2.038,-8.871,3.593,-387.842,0.000,-28.652,1.742,-26.854,2.847,-40.160,1.517,-188.182,1.032,-1.000,1.595,-49.149,1.162,-22.504,2.075,-21.732,4.772
R000146,Harry Reid,Democrat,0,NV,-1.000,28.270,-8.989,8.580,-86.348,0.158,-5.000,6.857,-149.862,0.081,-63.115,2.364,-40.680,2.072,-112.450,0.000,-9.506,2.156,-41.661,2.450,-118.403,0.116,-27.724,0.086,-191.443,0.000,-387.250,0.275,-21.961,1.404,-6.992,3.364,-107.228,1.256,-132.285,0.135,-427.043,0.106,-87.135,0.152,-13.990,0.367,-123.146,0.000,-13.058,0.847,-7.514,0.166,-60.788,0.233,-3.000,31.714
R000170,Silvestre Reyes,Democrat,0,TX,-31.621,24.644,-73.345,1.286,-254.038,0.286,-14.523,2.708,-73.716,1.505,-3.000,12.857,-18.687,2.523,-180.136,0.254,-128.755,1.477,-1.559,2.346,-4.205,1.245,-2.998,16.929,-223.624,0.204,-211.887,0.387,-59.302,2.815,-55.878,2.786,-157.882,1.287,-364.615,0.354,-471.210,0.214,-27.977,5.143,-12.999,10.929,-23.108,1.780,-32.023,0.813,-84.340,1.198,-125.228,1.213,-20.289,9.643
R000178,Mel Reynolds,Democrat,0,IL,-1.000,4.714,-20.521,0.169,-212.258,0.000,-85.963,0.218,-105.067,0.699,-30.969,0.306,-7.371,0.171,-71.309,0.969,-13.065,0.745,-51.526,2.288,-488.538,0.371,-23.922,0.742,-24.231,0.168,-207.759,0.331,-1.000,41.786,-69.010,0.085,-49.529,0.200,-880.932,0.000,-307.189,0.371,-26.320,0.551,-35.590,0.211,-130.918,0.000,-420.774,0.180,-31.911,0.739,-222.457,0.127,-9.772,2.514
R000229,William Richardson,Democrat,0,NM,-10.978,31.716,-4.493,4.072,-47.099,0.727,-52.409,2.620,-3.000,5.797,-59.786,3.214,-18.556,6.215,-40.003,1.370,-90.036,1.824,-116.492,1.093,-11.190,0.834,-21.336,3.600,-31.289,1.195,-197.388,0.185,-34.036,3.761,-2.999,5.795,-164.524,1.325,-2.733,0.853,-21.395,2.339,-4.492,1.729,-10.576,3.926,-27.961,0.312,-172.122,0.711,-175.348,1.071,-64.912,1.584,-6.789,7.104
R000249,Donald Riegle,Democrat,0,MI,-8.814,12.626,-57.981,1.466,-178.545,0.314,-36.547,2.366,-46.795,2.582,-16.999,9.000,-2.999,7.716,-144.098,0.084,-35.826,0.835,-54.659,0.553,-489.538,0.185,-13.178,3.095,-36.937,0.236,-424.890,0.306,-7.764,2.053,-115.022,0.000,-3.979,0.151,-135.832,0.000,-150.000,0.000,-58.514,0.766,-97.549,0.000,-84.674,0.618,-12.885,2.232,-18.423,4.096,-3.000,5.143,-1.000,70.714
R000295,Charles Robb,Democrat,0,VA,-4.549,30.925,-31.694,4.075,-87.129,0.551,-9.137,4.132,-87.569,0.371,-1.000,13.714,-61.535,2.468,-1.000,0.107,-13.061,4.071,-100.794,0.000,-72.762,0.524,-20.996,15.857,-22.674,1.108,-86.966,0.108,-45.919,3.270,-6.999,6.857,-73.027,0.087,-143.928,0.185,-3.000,8.786,-45.353,0.000,-9.991,0.000,-89.234,0.197,-45.021,0.100,-95.252,0.527,-52.866,0.731,-28.620,2.365
R000361,John Rockefeller,Democrat,0,WV,-10.999,56.143,-1.000,1.010,-187.555,0.099,-8.386,1.979,-37.222,2.117,-44.470,2.262,-6.074,0.806,-136.803,0.690,-50.650,1.998,-59.659,0.364,-320.939,0.290,-1.000,19.929,-41.060,0.096,-478.181,0.343,-34.897,1.974,-97.554,1.746,-41.761,2.264,-309.356,0.000,-148.271,0.106,-54.522,0.262,-49.073,1.301,-92.754,0.053,-33.533,0.671,-64.519,1.788,-116.891,0.618,-5.000,24.000
R000385,Timothy Roemer,Democrat,0,IN,-8.999,39.000,-22.725,7.452,-36.643,0.736,-163.596,0.893,-13.142,3.690,-3.028,7.286,-24.150,3.739,-75.251,1.036,-86.178,1.432,-75.237,2.070,-267.439,0.318,-18.401,2.559,-20.788,1.173,-629.008,0.000,-12.301,3.735,-19.694,2.821,-102.811,0.914,-418.922,0.227,-11.356,1.630,-9.000,7.929,-1.000,5.188,-144.801,0.427,-60.633,1.066,-126.775,1.316,-10.985,3.647,-6.197,3.370
R000417,Carlos Romero-Barceló,Democrat,0,PR,-39.621,24.643,-15.506,3.714,-217.442,0.106,-155.556,0.263,-74.502,1.288,-23.629,6.857,-16.421,1.823,-152.854,0.080,-90.836,0.837,-86.671,1.563,-281.222,0.371,-10.768,7.320,-83.101,0.393,-819.552,0.000,-64.013,1.948,-2.999,4.938,-36.445,2.004,-305.355,0.000,-106.278,0.659,-53.064,2.181,-4.962,0.544,-91.864,0.694,-199.714,0.339,-22.800,2.483,-8.995,3.669,-40.978,6.857
R000436,Charles Rose,Democrat,0,NC,-16.413,37.928,-21.625,0.680,-3.000,4.080,-20.672,3.700,-47.547,2.382,-36.420,1.332,-4.871,4.147,-187.499,0.601,-84.343,1.345,-155.554,0.639,-104.677,0.420,-14.907,2.560,-54.868,0.284,-123.795,0.433,-10.974,7.083,-25.893,0.173,-208.784,1.071,-322.377,0.330,-3.000,6.857,-47.382,0.731,-19.666,6.203,-96.624,0.000,-43.284,0.000,-44.876,2.204,-93.555,1.341,-1.000,12.214
R000458,Daniel Rostenkowski,Democrat,0,IL,-14.999,54.857,-1.000,15.429,-162.361,0.872,-89.173,0.927,-6.941,4.093,-41.897,3.691,-39.093,0.000,-19.962,0.654,-11.409,0.417,-27.334,2.967,-12.766,1.805,-11.576,0.199,-125.021,0.269,-8.063,1.276,-38.275,1.443,-2.581,1.009,-77.918,0.460,-252.704,0.185,-144.921,0.126,-56.088,2.872,-49.079,3.505,-229.866,0.340,-6.997,4.500,-80.344,0.144,-23.071,0.747,-30.960,5.786
R000462,Steven Rothman,Democrat,0,NJ,-6.991,10.709,-2.717,3.973,-234.271,0.000,-113.696,1.370,-89.977,1.658,-66.805,1.990,-3.000,14.357,-143.879,0.545,-63.933,1.813,-4.061,3.502,-161.561,0.353,-1.237,7.108,-60.068,1.108,-438.272,0.371,-5.000,8.787,-164.624,0.688,-66.625,1.431,-93.923,0.370,-9.546,1.722,-63.301,2.886,-23.581,2.826,-53.742,1.810,-238.035,0.641,-28.549,1.185,-100.598,1.187,-28.005,13.714
R000481,James Rowland,Democrat,0,GA,-10.999,36.214,-32.566,3.049,-29.672,0.313,-49.364,0.000,-59.741,0.708,-29.428,2.382,-22.896,0.740,-73.648,0.015,-152.221,0.165,-181.505,0.098,-132.020,0.000,-3.000,22.286,-274.700,0.003,-83.510,0.106,-98.839,1.714,-55.804,0.203,-1.000,12.643,-177.403,0.000,-143.317,0.000,-11.216,0.000,-65.448,2.344,-98.494,0.076,-42.476,0.190,-26.599,0.000,-44.522,0.000,-1.000,23.357
R000515,Bobby Rush,Democrat,0,IL,-13.280,22.296,-2.681,1.672,-1.000,0.710,-16.675,4.035,-2.910,2.187,-69.707,0.504,-59.271,2.765,-64.943,1.798,-7.759,1.052,-103.732,1.716,-46.410,0.634,-13.167,2.666,-40.845,2.468,-39.876,0.643,-7.000,8.786,-109.880,1.382,-94.929,1.310,-474.848,0.365,-165.587,0.656,-17.848,2.925,-51.231,3.847,-47.434,1.102,-26.562,1.769,-17.025,2.700,-96.818,1.591,-22.005,13.714
R000568,Ciro Rodriguez,Democrat,0,TX,-2.999,12.000,-42.618,3.291,-158.959,0.435,-159.194,1.112,-156.487,0.852,-12.416,5.198,-93.162,1.356,-60.765,0.565,-37.458,0.959,-167.818,0.750,-473.657,0.357,-3.000,16.500,-170.096,0.438,-518.232,0.340,-11.654,3.938,-25.225,2.099,-64.363,1.947,-547.310,0.000,-34.709,0.413,-14.999,5.786,-58.103,3.225,-13.790,1.235,-79.135,0.846,-64.124,2.233,-7.049,3.090,-9.000,26.357
R000573,Mike Ross,Democrat,0,AR,-1.000,2.357,-3.000,27.643,-26.722,1.655,-43.535,0.353,-91.191,0.894,-25.970,3.315,-69.932,0.525,-85.843,1.405,-12.917,3.236,-80.231,1.055,-245.874,0.000,-1.000,12.857,-63.236,1.982,-404.615,0.000,-1.000,4.643,-59.305,0.915,-110.774,0.561,-428.420,0.000,-38.244,0.210,-25.354,1.482,-6.934,0.918,-23.303,2.563,-529.208,0.212,-25.239,1.634,-130.608,0.925,-1.000,21.857
R000576,C. Ruppersberger,Democrat,0,MD,-14.355,14.143,-35.883,1.342,-142.323,0.635,-15.235,0.944,-152.246,0.354,-5.000,15.429,-70.867,1.825,-115.785,0.424,-6.052,0.940,-2.885,2.588,-9.348,0.689,-6.999,19.071,-54.260,1.270,-728.839,0.000,-59.986,3.637,-2.751,0.358,-105.909,1.417,-77.635,0.360,-201.423,0.213,-1.000,3.420,-1.000,27.000,-75.092,1.232,-292.973,0.360,-79.722,0.920,-50.185,1.223,-1.000,7.060
R000577,Tim Ryan,Democrat,0,OH,-1.000,4.500,-3.000,18.643,-108.432,0.443,-102.364,1.844,-39.065,2.201,-69.102,2.393,-4.341,1.669,-55.505,0.687,-86.602,1.863,-105.752,1.413,-382.054,0.325,-10.643,4.714,-6.473,3.505,-480.568,0.000,-18.602,2.330,-2.638,0.792,-142.002,0.365,-509.565,0.000,-75.994,0.863,-94.826,2.293,-1.000,1.653,-193.343,0.704,-9.675,0.196,-73.503,2.363,-28.177,1.307,-24.005,13.714
R000588,Cedric Richmond,Democrat,0,LA,-3.000,9.643,-34.994,4.707,-230.243,0.369,-107.401,1.709,-142.575,0.529,-52.367,2.176,-15.742,1.260,-185.565,0.245,-100.537,0.261,-44.635,2.785,-545.446,0.000,-22.645,9.211,-57.107,1.577,-307.648,0.185,-1.000,10.717,-103.138,0.714,-108.484,0.281,-146.933,0.371,-143.304,0.466,-54.580,2.526,-10.999,7.929,-1.000,6.000,-16.273,1.524,-31.116,3.180,-37.301,1.740,-13.130,2.942
R000599,Raul Ruiz,Democrat,0,CA,-4.996,10.507,-68.104,2.786,-24.980,1.549,-84.409,0.672,-78.427,0.269,-21.153,1.160,-89.029,1.062,-103.447,0.681,-7.933,0.407,-140.049,0.977,-428.543,0.185,-8.999,19.071,-178.037,0.622,-392.121,0.357,-18.707,1.957,-4.969,3.734,-103.985,1.359,-939.319,0.106,-20.531,0.484,-73.086,1.911,-31.693,0.852,-39.888,2.027,-13.010,1.064,-23.362,2.689,-33.080,1.120,-3.000,28.286
R000606,Jamie Raskin,Democrat,0,MD,-7.488,19.972,-1.000,8.998,-237.269,0.185,-1.000,8.357,-93.992,0.673,-70.318,1.057,-2.999,7.288,-145.275,0.890,-61.853,0.196,-124.455,0.427,-518.609,0.000,-6.250,0.735,-201.321,0.361,-285.235,0.000,-62.823,3.019,-149.314,0.512,-154.545,0.771,-459.339,0.206,-4.455,1.590,-51.829,0.339,-48.168,5.143,-60.926,0.195,-336.398,0.000,-18.248,3.332,-71.696,0.204,-7.000,19.929
S000005,Martin Sabo,Democrat,0,MN,-1.000,49.071,-12.976,9.425,-79.455,1.077,-48.254,1.277,-77.252,2.006,-2.773,3.784,-104.319,0.962,-68.055,1.100,-138.048,0.816,-30.050,0.976,-46.417,0.419,-25.554,1.878,-2.353,0.626,-18.796,0.222,-25.627,4.519,-39.546,0.836,-26.560,2.625,-525.248,0.371,-60.318,0.837,-72.253,0.578,-8.999,7.073,-92.556,1.120,-28.365,1.451,-20.830,3.019,-138.962,1.330,-16.125,8.779
S000044,Max Sandlin,Democrat,0,TX,-14.999,30.214,-1.000,13.714,-66.977,1.224,-1.000,4.734,-7.946,0.848,-31.989,5.144,-53.495,1.987,-9.756,2.730,-10.428,2.888,-43.671,0.347,-65.421,0.631,-30.987,3.019,-32.253,1.571,-11.512,1.286,-48.154,0.807,-99.028,0.187,-143.901,1.430,-200.083,0.206,-353.210,0.000,-10.857,2.114,-56.102,3.225,-157.192,0.432,-220.810,0.614,-51.863,2.999,-80.690,1.773,-11.000,21.857
S000056,George Sangmeister,Democrat,0,IL,-11.900,25.706,-17.100,0.212,-40.110,0.733,-37.157,1.721,-66.150,0.000,-51.613,2.738,-90.354,0.588,-1.000,5.362,-79.631,0.109,-3.000,5.143,-1.000,0.094,-6.999,17.357,-132.944,0.929,-109.675,0.535,-1.000,6.248,-10.872,1.815,-10.990,4.510,-37.780,0.582,-141.317,0.000,-91.191,1.391,-60.206,0.000,-107.500,0.122,-5.000,5.571,-11.061,0.374,-5.934,0.178,-9.659,3.585
S000064,Paul Sarbanes,Democrat,0,MD,-7.495,42.687,-36.271,1.115,-85.071,0.000,-16.263,1.712,-1.000,6.441,-2.999,14.786,-3.000,11.143,-12.996,4.286,-3.000,5.357,-1.000,3.291,-590.163,0.014,-7.422,6.407,-59.364,0.000,-81.766,0.211,-81.376,2.548,-53.814,0.229,-39.465,0.724,-1.013,1.174,-230.994,0.637,-63.439,2.661,-7.881,1.477,-171.323,0.318,-3.000,5.571,-155.125,0.516,-50.330,0.211,-15.740,1.720
